item_code,item_description,MRP,BP,MOQ
1SDA085484R1,FA1N/MS 1000 3p F F,142300,0,0
1SDA085486R1,FA1N/MS 1250 3p F F,166120,0,0
1SDA085488R1,FA1N/MS 1600 3p F F,185320,0,0
1SDA080446R1,FA2C/MS 1600 3p FHR,222160,0,0
1SDA080447R1,FA2C/MS 2000 3p FHR,263170,0,0
1SDA080453R1,FA4C/MS 2500 3p FHR,329670,0,0
1SDA080454R1,FA4C/MS 3200 3p FHR,483680,0,0
1SDA080455R1,FA4C/MS 4000 3p FHR,602690,0,0
1SDA085490R1,FA1N/MS 630 4p F F,160760,0,0
1SDA085492R1,FA1N/MS 800 4p F F,161820,0,0
1SDA085494R1,FA1N/MS 1000 4p F F,177450,0,0
1SDA085496R1,FA1N/MS 1250 4p F F,207990,0,0
1SDA085498R1,FA1N/MS 1600 4p F F,239760,0,0
1SDA080462R1,FA2C/MS 1600 4p FHR,299860,0,0
1SDA080463R1,FA2C/MS 2000 4p FHR,355250,0,0
1SDA080469R1,FA4C/MS 2500 4p FHR,427870,0,0
1SDA080470R1,FA4C/MS 3200 4p FHR,595890,0,0
1SDA080471R1,FA4C/MS 4000 4p FHR,755030,0,0
1SDA085500R1,FA1N/MS 630 3p WMP,144150,0,0
1SDA085502R1,FA1N/MS 800 3p WMP,144750,0,0
1SDA085504R1,FA1N/MS 1000 3p WMP,152030,0,0
1SDA085506R1,FA1N/MS 1250 3p WMP,175990,0,0
1SDA085508R1,FA1N/MS 1600 3p WMP,217380,0,0
1SDA080478R1,FA2C/MS 1600 3p WMP,232620,0,0
1SDA080479R1,FA2C/MS 2000 3p WMP,282500,0,0
1SDA080485R1,FA4C/MS 2500 3p WMP,341330,0,0
1SDA080486R1,FA4C/MS 3200 3p WMP,444500,0,0
1SDA080487R1,FA4C/MS 4000 3p WMP,550700,0,0
1SDA085510R1,FA1N/MS 630 4p WMP,187130,0,0
1SDA085512R1,FA1N/MS 800 4p WMP,185620,0,0
1SDA085514R1,FA1N/MS 1000 4p WMP,200250,0,0
1SDA085516R1,FA1N/MS 1250 4p WMP,231200,0,0
1SDA085518R1,FA1N/MS 1600 4p WMP,265290,0,0
1SDA080494R1,FA2C/MS 1600 4p WMP,308550,0,0
1SDA080495R1,FA2C/MS 2000 4p WMP,357370,0,0
1SDA080501R1,FA4C/MS 2500 4p WMP,412680,0,0
1SDA080502R1,FA4C/MS 3200 4p WMP,540570,0,0
1SDA080503R1,FA4C/MS 4000 4p WMP,699010,0,0
1SDA085145R1,Kit HR/VR FA1/HF1.2 F 3pcs,9450,0,0
1SDA085146R1,Kit HR/VR FA1/HF1.2 F 4pcs,14200,0,0
1SDA085127R1,FA1/HF1.2 W FP Iu=1600 3p HR HR,56620,0,0
1SDA080507R1,FA2/HF2.2 W FP Iu=2000 3p HR HR,70440,0,0
1SDA080509R1,FA4/HF4.2 W FP Iu=3200 3p HR HR,110220,0,0
1SDA080511R1,FA4/HF4.2 W FP Iu=4000 3p HR HR,128250,0,0
1SDA085128R1,FA1/HF1.2 W FP Iu=1600 4p HR HR,68410,0,0
1SDA080508R1,FA2/HF2.2 W FP Iu=2000 4p HR HR,86900,0,0
1SDA080510R1,FA4/HF4.2 W FP Iu=3200 4p HR HR,135960,0,0
1SDA080512R1,FA4/HF4.2 W FP Iu=4000 4p HR HR,175180,0,0
1SDA080513R1,Ek 1 LI,31360,0,0
1SDA080515R1,Ek 1 LSIG,36400,0,0
1SDA080517R1,Ek 2 LSIG,46200,0,0
1SDA080583R1,Trip Unit Battery,0,0,0
1SDA080518R1,YO FA/HF2 110-120 VAC/DC,6990,0,0
1SDA080519R1,YO FA/HF2 220-240 VAC/DC,6990,0,0
1SDA080521R1,YC FA/HF2 220-240 VAC/DC,6990,0,0
1SDA080520R1,YC FA/HF2 110-120 VAC/DC,6990,0,0
1SDA080522R1,YU FA/HF2 110-120 VAC/DC,7200,0,0
1SDA080523R1,YU FA/HF2 220-240 VAC/DC,7200,0,0
1SDA085085R1,M E1.2 100-130 Vac/dc,32640,0,0
1SDA085086R1,M E1.2 220-250 Vac/dc,32640,0,0
1SDA080524R1,M E2.2...E6.2 100-130 VAC/DC,32640,0,0
1SDA080525R1,M E2.2...E6.2 220-250 VAC/DC,32640,0,0
1SDA080526R1,Ext CS N E2.2 2000A*,28620,0,0
1SDA080527R1,Ext CS N FA4/HF4.2 2500-3200A*,30740,0,0
1SDA080528R1,Ext CS FA4/HF4.2 4000A*,32860,0,0
1SDA085089R1,AUX 4Q 400V E1.2*,4660,0,0
1SDA085090R1,AUX 15Q 400V E1.2**,12600,0,0
1SDA080531R1,AUX 4Q 400VAC E2.2...E6.2*,4660,0,0
1SDA080532R1,AUX 6Q 400VAC E2.2...E6.2,6140,0,0
1SDA080533R1,AUX 15Q 400VAC F INS E2.2...E6.2**,12600,0,0
1SDA085091R1,AUP 6 contacts 400Vac E1.2,8050,0,0
1SDA080534R1,AUP 5 400Vac SX E2.2...E6.2,8050,0,0
1SDA080535R1,AUP 5 400Vac DX E2.2...E6.2,8050,0,0
1SDA085222R1,AUP Ek Aux Position Contact 24VDC FA/HF2,4020,0,0
1SDA085092R1,RTC 250Vac E1.2,5720,0,0
1SDA080536R1,RTC 250VAC E2.2...E6.2,5720,0,0
1SDA085093R1,S51 250V E1.2,5720,0,0
1SDA080538R1,S51 250V E2.2...E6.2,5720,0,0
1SDA080539R1,Terminals terminal box FA/HF2 10pz,0,0,0
1SDA085094R1,MOC E1.2,4290,0,0
1SDA080540R1,MOC E2.2...E6.2,4290,0,0
1SDA085095R1,KLC-D Key lock opE E1.2,3230,0,0
1SDA085096R1,KLC-S Key lock opE N.20005 E1.2,3230,0,0
1SDA085097R1,KLC-S Key lock opE N.20006 E1.2,3230,0,0
1SDA080541R1,KLC-D Key lock open E2.2...E6.2,3230,0,0
1SDA080542R1,KLC-S N.20005 E2.2...E6.2,3230,0,0
1SDA080543R1,KLC-S N.20006 E2.2...E6.2,3230,0,0
1SDA085103R1,PLC E1.2 D=8mm,2750,0,0
1SDA080549R1,PLC E2.2...E6.2 D=8mm,2750,0,0
1SDA085104R1,KLP-D Pos.lock E1.2 1key,7200,0,0
1SDA085105R1,KLP-S Pos.lock N.20005 E1.2 1key,7200,0,0
1SDA085106R1,KLP-S Pos.lock N.20006 E1.2 1key,7200,0,0
1SDA080550R1,KLP-D Pos.lock E2.2...E6.2 1Key,7200,0,0
1SDA080551R1,KLP-S N.20005 E2.2...E6.2 1Key,7200,0,0
1SDA080552R1,KLP-S N.20006 E2.2...E6.2 1Key,7200,0,0
1SDA085110R1,Blocco suppl. in estratto E1.2,3860,0,0
1SDA080556R1,Suppl. lock rack.out E2.2...E6.2,3860,0,0
1SDA085111R1,PLP D=4/6/8mm E1.2,3860,0,0
1SDA080557R1,PLP D=4/6/8mm E2.2...E6.2,3860,0,0
1SDA085112R1,PBC E1.2,1740,0,0
1SDA085115R1,PBC D=8mm E1.2,1740,0,0
1SDA080558R1,PBC E2.2...E6.2,1740,0,0
1SDA080561R1,PBC D=8mm E2.2...E6.2,1740,0,0
1SDA080562R1,DLR E2.2...E6.2*,6780,0,0
1SDA080563R1,DLP E2.2...E6.2*,6780,0,0
1SDA085171R1,DLC Interlock direct door for fixed to wall E1.2,0,0,0
1SDA085172R1,DLC Interlock direct door for fixed to floor E1.2,0,0,0
1SDA085173R1,DLC Interlock direct door for fixed part withdrawable E1.2,0,0,0
1SDA085174R1,DLC Interlock cable door for fixed to wall E1.2,0,0,0
1SDA085175R1,DLC Interlock cable door for fixed to floor E1.2,0,0,0
1SDA085176R1,DLC Interlock cable door for fixed part withdrawable E1.2,0,0,0
1SDA080564R1,DLC cable E2.2...E6.2,48760,0,0
1SDA080565R1,DLC direct E2.2...E6.2,48760,0,0
1SDA085120R1,PB H=100mm 4pz E1.2 F 3P,4020,0,0
1SDA085121R1,PB H=100mm 6pz E1.2 F 4P,4450,0,0
1SDA085122R1,PB H=200mm 4pz E1.2 F 3P,4240,0,0
1SDA085123R1,PB H=200mm 6pz E1.2 F 4P,4240,0,0
1SDA085169R1,PB 2pz E1.2 W FP 3P,4020,0,0
1SDA085170R1,PB 3pz E1.2 W FP 4P,4450,0,0
1SDA080571R1,PB 2pz E2.2...E6.2 F 3P,5510,0,0
1SDA080572R1,PB 3pz E2.2...E6.2 F 4P,7160,0,0
1SDA080573R1,PB 2pz E2.2...E6.2 W FP 3P,5510,0,0
1SDA080574R1,PB 3pz E2.2...E6.2 W FP 4P,7160,0,0
1SDA080568R1,IP54 Flange E2.2...E6.2,7470,0,0
1SDA080569R1,IP54 Flange 20005 E2.2...E6.2,7470,0,0
1SDA080570R1,Sealable TU cover E2.2...E6.2,2170,0,0
1SDA080575R1,Cable interlock A - HR FA/HF2,36040,0,0
1SDA080576R1,"Interl.Cab. B,C,D HR E2.2...E6.2",29680,0,0
1SDA080577R1,Cable interlock A - VR FA/HF2,36040,0,0
1SDA080578R1,"Interl.Cab. B,C,D VR E2.2...E6.2",29680,0,0
1SDA080579R1,Lever interlock E2.2,0,0,0
1SDA080580R1,Lever interlock FA4/HF4.2,0,0,0
1SDA085124R1,Support F Type A E1.2 fl. mounted,0,0,0
1SDA085125R1,Support F Type A E1.2 w. mounted,0,0,0
1SDA085126R1,Support FP Type A E1.2,0,0,0
1SDA080581R1,"Support F/FP A,B,D E2.2...E6.2",0,0,0
1SDA080582R1,Support F/FP Type C E2.2...E6.2,0,0,0
1SDA080584R1,Ek SUPPLY 110-240VAC/DC FA/HF2,15680,0,0
1SDA080974R1,Ekip TT - Formula AIR,0,0,0
1SDA080594R1,RATING PLUG 630 FA/HF2,11130,0,0
1SDA080595R1,Rating Plug 800 FA/HF2,11130,0,0
1SDA080596R1,RATING PLUG 1000 FA/HF2,11130,0,0
1SDA080597R1,RATING PLUG 1250 FA/HF2,11130,0,0
1SDA080598R1,RATING PLUG 1600 FA/HF2,11130,0,0
1SDA080599R1,Rating Plug 2000 FA/HF2,11130,0,0
1SDA080600R1,RATING PLUG 2500 FA/HF2,11130,0,0
1SDA080601R1,RATING PLUG 3200 FA/HF2,11130,0,0
1SDA080602R1,RATING PLUG 4000 FA/HF2,11130,0,0
1SDA080603R1,RATING PLUG 630 FA/HF2 inst,11130,0,0
1SDA080604R1,Rating Plug 800 FA/HF2 inst,11130,0,0
1SDA080605R1,RATING PLUG 1000 FA/HF2 inst,11130,0,0
1SDA080606R1,RATING PLUG 1250 FA/HF2 inst,11130,0,0
1SDA080607R1,RATING PLUG 1600 FA/HF2 inst,11130,0,0
1SDA080608R1,Rating Plug 2000 FA/HF2 inst,11130,0,0
1SDA080609R1,RATING PLUG 2500 FA/HF2 inst,11130,0,0
1SDA080610R1,RATING PLUG 3200 FA/HF2 inst,11130,0,0
1SDA116207R1,P1B160TMD40-4503pFF,7450,0,0
1SDA116209R1,P1B160TMD63-6303pFF,7450,0,0
1SDA116210R1,P1B160TMD80-8003pFF,7450,0,0
1SDA116211R1,P1B160TMD100-10003pFF,7450,0,0
1SDA116212R1,P1B160TMD125-12503pFF,9410,0,0
1SDA116213R1,P1B160TMD160-16003pFF,10760,0,0
1SDA116218R1,P1B160TMD40-4504pFF,9870,0,0
1SDA116220R1,P1B160TMD63-6304pFF,9870,0,0
1SDA116221R1,P1B160TMD80-8004pFF,9870,0,0
1SDA116222R1,P1B160TMD100-10004pFF,9870,0,0
1SDA116225R1,P1B160TMD125-12504pFFInN=100%,11570,0,0
1SDA116226R1,P1B160TMD160-16004pFFInN=100%,14700,0,0
1SDA116231R1,P1C160TMD40-4503pFF,7800,0,0
1SDA116233R1,P1C160TMD63-6303pFF,7800,0,0
1SDA116234R1,P1C160TMD80-8003pFF,7800,0,0
1SDA116235R1,P1C160TMD100-10003pFF,7800,0,0
1SDA116236R1,P1C160TMD125-12503pFF,11230,0,0
1SDA116237R1,P1C160TMD160-16003pFF,14420,0,0
1SDA116242R1,P1C160TMD40-4504pFF,10580,0,0
1SDA116244R1,P1C160TMD63-6304pFF,10580,0,0
1SDA116245R1,P1C160TMD80-8004pFF,10580,0,0
1SDA116246R1,P1C160TMD100-10004pFF,10580,0,0
1SDA116249R1,P1C160TMD125-12504pFFInN=100%,13310,0,0
1SDA116250R1,P1C160TMD160-16004pFFInN=100%,17170,0,0
1SDA116255R1,P1N160TMD40-4503pFF,9890,0,0
1SDA116257R1,P1N160TMD63-6303pFF,9890,0,0
1SDA116258R1,P1N160TMD80-8003pFF,9890,0,0
1SDA116259R1,P1N160TMD100-10003pFF,9890,0,0
1SDA116260R1,P1N160TMD125-12503pFF,11380,0,0
1SDA116261R1,P1N160TMD160-16003pFF,14740,0,0
1SDA116266R1,P1N160TMD40-4504pFF,12440,0,0
1SDA116268R1,P1N160TMD63-6304pFF,12440,0,0
1SDA116269R1,P1N160TMD80-8004pFF,12440,0,0
1SDA116270R1,P1N160TMD100-10004pFF,12440,0,0
1SDA116273R1,P1N160TMD125-12504pFFInN=100%,14390,0,0
1SDA116274R1,P1N160TMD160-16004pFFInN=100%,18050,0,0
1SDA116325R1,P2C 250 TMD 200-2000 3p F F,18440,0,0
1SDA116326R1,P2C 250 TMD 250-2500 3p F F,21050,0,0
1SDA116337R1,P2N 250 TMD 200-2000 3p F F,20150,0,0
1SDA116338R1,P2N 250 TMD 250-2500 3p F F,23390,0,0
1SDA116345R1,P2N 250 TMD 200-2000 4p F F InN=100%,26670,0,0
1SDA116346R1,P2N 250 TMD 250-2500 4p F F InN=100%,27860,0,0
1SDA116371R1,P3N 400 3P TMA R320,31160,0,0
1SDA116372R1,P3N 400 3P TMA R400,31340,0,0
1SDA116373R1,P3N 400 3P TMA R630,40270,0,0
1SDA116377R1,P3N 400 4P TMA R320,38660,0,0
1SDA116378R1,P3N 400 4P TMA R400,39000,0,0
1SDA116379R1,P3N 400 4P TMA R630,49160,0,0
1SDA116380R1,P3S 400 3P TMA R320,33770,0,0
1SDA116381R1,P3S 400 3P TMA R400,34030,0,0
1SDA116382R1,P3S 400 3P TMA R630,42070,0,0
1SDA116386R1,P3S 400 4P TMA R320,41540,0,0
1SDA116387R1,P3S 400 4P TMA R400,42310,0,0
1SDA116388R1,P3S 400 4P TMA R630,52710,0,0
1SDA116398R1,P4N 800 3P TMA R800,60570,0,0
1SDA116400R1,P4N 800 4P TMA R800,65360,0,0
1SDA116401R1,P4S 800 3P TMA R800,70610,0,0
1SDA116501R1,ES Extended spread front terminals 47mm   P1/3P,1660,0,0
1SDA116505R1,ES Extended spread front terminals 70mm   P2/3P,2270,0,0
1SDA116509R1,KIT ES light P3 6pcs,4460,0,0
1SDA104736R1,Extended Front Spreaded terminals P4 3Pcs*,4420,0,0
1SDA116502R1,ES Extended spread front terminals 47mm   P1/4P,2230,0,0
1SDA116506R1,ES Extended spread front terminals 70mm   P2/4P,2900,0,0
1SDA116510R1,KIT ES light P3 8pcs,5930,0,0
1SDA104737R1,Extended Front Spreaded terminals P4 4Pcs*,5600,0,0
1SDA066676R1,PB Height 100mm 4pcs,810,0,0
1SDA066681R1,PB Height 100mm 6pcs,1190,0,0
1SDA116439R1,AUX Q or SY  P1-P2 / 24V DC,1440,0,0
1SDA116441R1,AUX 3Q left P1 / 24V DC,2810,0,0
1SDA116442R1,AUX 3Q left P2 / 24V DC,2810,0,0
1SDA116440R1,AUX Q or SY  P1-P2 / 250V AC,930,0,0
1SDA116441R1,AUX 3Q left P1 / 250V AC,2810,0,0
1SDA116442R1,AUX 3Q left P2 / 250V AC,2810,0,0
1SDA116448R1,24-30V AC/DC   P1-P2/SOR,2040,0,0
1SDA116445R1,110...127V AC / 110...125V DC    P1-P2/SOR,1910,0,0
1SDA116447R1,220...240V AC / 220...250V DC   P1-P2/SOR,1910,0,0
1SDA116459R1,YO 110...240V AC - 110�250V DC P3-P4,3420,0,0
1SDA116461R1,YO 24�60V AC/DC,3420,0,0
1SDA116454R1,24-30V AC/DC   P1-P2/UVR,3600,0,0
1SDA116452R1,110...127V AC / 110...125V DC    P1-P2/UVR,3500,0,0
1SDA116453R1,220...240V AC / 220...250V DC   P1-P2/UVR,3500,0,0
1SDA116455R1,UVR 380-440V AC P1-P2/UVR,3500,0,0
1SDA116464R1,YU 110...127 Vac - 110�125 Vdc P3-P4,7510,0,0
1SDA116466R1,YU 220...240 Vac � 220...250 Vdc P3-P4,7510,0,0
1SDA116467R1,YU 24�30 Vac/dc P3-P4,7510,0,0
1SDA116468R1,YU 380�440 Vac P3-P4,7510,0,0
1SDA116477R1,RHD Normal Direct Handle,1700,0,0
1SDA116483R1,RHE Normal Extended Handle 250mm,1560,0,0
1SDA116478R1,RHD Normal Direct Handle P3,3690,0,0
1SDA116480R1,RHD Normal Direct Handle P4,5040,0,0
1SDA116485R1,RHE Normal Extended Handle 250mm P3,3420,0,0
1SDA116488R1,RHE Normal Extended Handle 250mm P4,6500,0,0
1SDA116491R1,PLL Fixed lock with padlocks in open position,1530,0,0
1SDA116476R1,"KLC Ronis key lock open, different keys, rem. in open pos /P1",2190,0,0
1SDA116471R1,"KLC Ronis key lock open, same Type A keys, rem. in open pos/P1",2190,0,0
1SDA066605R1,"KLC Ronis key lock open, different keys, rem. in open pos /P2",2330,0,0
1SDA066606R1,"KLC Ronis key lock open, same Type A keys, rem. in open pos/p2",2330,0,0
1SDA105062R1,"KLC Ronis key lock open, same Type A keys, rem. in open pos. P3-P4",4830,0,0
1SDA105066R1,"KLC Ronis key lock open, different keys, rem. in open pos. P3-P4",4830,0,0
1SDA066617R1,"RHL Ronis key lock open, different keys - RHx   P1/P2",1840,0,0
1SDA066618R1,"RHL Ronis key lock open, same Type A keys - RHx  P1/P2",1840,0,0
1SDA105081R1,"RHL Ronis key lock open, different keys - RHx P3",3510,0,0
1SDA105082R1,"RHL Ronis key lock open, same Type A keys - RHx P3",3510,0,0
1SDA105086R1,"RHL Ronis key lock open, same Type A keys - RHx P4",3510,0,0
1SDA105091R1,"RHL Ronis key lock open, different keys - RHx P4",3510,0,0
1SDA070691R1,E1.2N 250 Ekip Dip LI 3p F F,191600,0,0
1SDA070693R1,E1.2N 250 Ekip Dip LSIG 3p F F,201600,0,0
1SDA070694R1,E1.2N 250 Ekip Touch LI 3p F F,214490,0,0
1SDA070696R1,E1.2N 250 Ekip Touch LSIG 3p F F,222490,0,0
1SDA070697R1,E1.2N 250 Ekip G Touch LSIG 3p F F,224990,0,0
1SDA070699R1,E1.2N 250 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070700R1,E1.2N 250 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA070721R1,E1.2N 630 Ekip Dip LI 3p F F,182020,0,0
1SDA070723R1,E1.2N 630 Ekip Dip LSIG 3p F F,191520,0,0
1SDA070724R1,E1.2N 630 Ekip Touch LI 3p F F,203370,0,0
1SDA070726R1,E1.2N 630 Ekip Touch LSIG 3p F F,211370,0,0
1SDA070727R1,E1.2N 630 Ekip G Touch LSIG 3p F F,213870,0,0
1SDA070729R1,E1.2N 630 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070730R1,E1.2N 630 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA070761R1,E1.2N 800 Ekip Dip LI 3p F F,191600,0,0
1SDA070763R1,E1.2N 800 Ekip Dip LSIG 3p F F,201600,0,0
1SDA070764R1,E1.2N 800 Ekip Touch LI 3p F F,214490,0,0
1SDA070766R1,E1.2N 800 Ekip Touch LSIG 3p F F,222490,0,0
1SDA070767R1,E1.2N 800 Ekip G Touch LSIG 3p F F,224990,0,0
1SDA070769R1,E1.2N 800 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070770R1,E1.2N 800 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA070801R1,E1.2N 1000 Ekip Dip LI 3p F F,198780,0,0
1SDA070803R1,E1.2N 1000 Ekip Dip LSIG 3p F F,208780,0,0
1SDA070804R1,E1.2N 1000 Ekip Touch LI 3p F F,236530,0,0
1SDA070806R1,E1.2N 1000 Ekip Touch LSIG 3p F F,244530,0,0
1SDA070807R1,E1.2N 1000 Ekip G Touch LSIG 3p F F,247030,0,0
1SDA070809R1,E1.2N 1000 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070810R1,E1.2N 1000 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA070841R1,E1.2N 1250 Ekip Dip LI 3p F F,223030,0,0
1SDA070843R1,E1.2N 1250 Ekip Dip LSIG 3p F F,233030,0,0
1SDA070844R1,E1.2N 1250 Ekip Touch LI 3p F F,270340,0,0
1SDA070846R1,E1.2N 1250 Ekip Touch LSIG 3p F F,278340,0,0
1SDA070847R1,E1.2N 1250 Ekip G Touch LSIG 3p F F,280840,0,0
1SDA070849R1,E1.2N 1250 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070850R1,E1.2N 1250 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA070881R1,E1.2N 1600 Ekip Dip LI 3p F F,265010,0,0
1SDA070883R1,E1.2N 1600 Ekip Dip LSIG 3p F F,275010,0,0
1SDA070884R1,E1.2N 1600 Ekip Touch LI 3p F F,294190,0,0
1SDA070886R1,E1.2N 1600 Ekip Touch LSIG 3p F F,302190,0,0
1SDA070887R1,E1.2N 1600 Ekip G Touch LSIG 3p F F,304690,0,0
1SDA070889R1,E1.2N 1600 Ekip Hi-Touch LSIG 3p F F,0,0,0
1SDA070890R1,E1.2N 1600 Ekip G Hi-Touch LSIG 3p F F,0,0,0
1SDA071321R1,E1.2N 250 Ekip Dip LI 4p F F,239860,0,0
1SDA071323R1,E1.2N 250 Ekip Dip LSIG 4p F F,249860,0,0
1SDA071324R1,E1.2N 250 Ekip Touch LI 4p F F,266220,0,0
1SDA071326R1,E1.2N 250 Ekip Touch LSIG 4p F F,274220,0,0
1SDA071327R1,E1.2N 250 Ekip G Touch LSIG 4p F F,276720,0,0
1SDA071329R1,E1.2N 250 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071330R1,E1.2N 250 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA071351R1,E1.2N 630 Ekip Dip LI 4p F F,227870,0,0
1SDA071353R1,E1.2N 630 Ekip Dip LSIG 4p F F,237370,0,0
1SDA071354R1,E1.2N 630 Ekip Touch LI 4p F F,252510,0,0
1SDA071356R1,E1.2N 630 Ekip Touch LSIG 4p F F,260510,0,0
1SDA071357R1,E1.2N 630 Ekip G Touch LSIG 4p F F,263010,0,0
1SDA071359R1,E1.2N 630 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071360R1,E1.2N 630 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA071391R1,E1.2N 800 Ekip Dip LI 4p F F,239860,0,0
1SDA071393R1,E1.2N 800 Ekip Dip LSIG 4p F F,249860,0,0
1SDA071394R1,E1.2N 800 Ekip Touch LI 4p F F,266220,0,0
1SDA071396R1,E1.2N 800 Ekip Touch LSIG 4p F F,274220,0,0
1SDA071397R1,E1.2N 800 Ekip G Touch LSIG 4p F F,276720,0,0
1SDA071399R1,E1.2N 800 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071400R1,E1.2N 800 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA071431R1,E1.2N 1000 Ekip Dip LI 4p F F,252130,0,0
1SDA071433R1,E1.2N 1000 Ekip Dip LSIG 4p F F,262130,0,0
1SDA071434R1,E1.2N 1000 Ekip Touch LI 4p F F,281670,0,0
1SDA071436R1,E1.2N 1000 Ekip Touch LSIG 4p F F,289670,0,0
1SDA071437R1,E1.2N 1000 Ekip G Touch LSIG 4p F F,292170,0,0
1SDA071439R1,E1.2N 1000 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071440R1,E1.2N 1000 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA071471R1,E1.2N 1250 Ekip Dip LI 4p F F,279570,0,0
1SDA071473R1,E1.2N 1250 Ekip Dip LSIG 4p F F,289570,0,0
1SDA071474R1,E1.2N 1250 Ekip Touch LI 4p F F,316340,0,0
1SDA071476R1,E1.2N 1250 Ekip Touch LSIG 4p F F,324340,0,0
1SDA071477R1,E1.2N 1250 Ekip G Touch LSIG 4p F F,326840,0,0
1SDA071479R1,E1.2N 1250 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071480R1,E1.2N 1250 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA071511R1,E1.2N 1600 Ekip Dip LI 4p F F,318080,0,0
1SDA071513R1,E1.2N 1600 Ekip Dip LSIG 4p F F,328080,0,0
1SDA071514R1,E1.2N 1600 Ekip Touch LI 4p F F,353530,0,0
1SDA071516R1,E1.2N 1600 Ekip Touch LSIG 4p F F,361530,0,0
1SDA071517R1,E1.2N 1600 Ekip G Touch LSIG 4p F F,364030,0,0
1SDA071519R1,E1.2N 1600 Ekip Hi-Touch LSIG 4p F F,0,0,0
1SDA071520R1,E1.2N 1600 Ekip G Hi-Touch LSIG 4p F F,0,0,0
1SDA072041R1,E1.2N 250 Ekip Dip LI 3p WMP,177060,0,0
1SDA072043R1,E1.2N 250 Ekip Dip LSIG 3p WMP,187060,0,0
1SDA072044R1,E1.2N 250 Ekip Touch LI 3p WMP,198800,0,0
1SDA072046R1,E1.2N 250 Ekip Touch LSIG 3p WMP,206800,0,0
1SDA072047R1,E1.2N 250 Ekip G Touch LSIG 3p WMP,209300,0,0
1SDA072049R1,E1.2N 250 Ekip Hi-Touch LSIG 3p WMP,0,0,0
1SDA072050R1,E1.2N 250 Ekip G Hi-Touch LSIG 3p WMP,0,0,0
1SDA072071R1,E1.2N 630 Ekip Dip LI 3p WMP,168210,0,0
1SDA072073R1,E1.2N 630 Ekip Dip LSIG 3p WMP,177710,0,0
1SDA072074R1,E1.2N 630 Ekip Touch LI 3p WMP,188460,0,0
1SDA072076R1,E1.2N 630 Ekip Touch LSIG 3p WMP,196460,0,0
1SDA072077R1,E1.2N 630 Ekip G Touch LSIG 3p WMP,198960,0,0
1SDA072079R1,E1.2N 630 Ekip Hi-Touch LSIG 3p WMP,0,0,0
1SDA072080R1,E1.2N 630 Ekip G Hi-Touch LSIG 3p WMP,0,0,0
1SDA072111R1,E1.2N 800 Ekip Dip LI 3p WMP,177060,0,0
1SDA072113R1,E1.2N 800 Ekip Dip LSIG 3p WMP,187060,0,0
1SDA072114R1,E1.2N 800 Ekip Touch LI 3p WMP,198800,0,0
1SDA072116R1,E1.2N 800 Ekip Touch LSIG 3p WMP,206800,0,0
1SDA072117R1,E1.2N 800 Ekip G Touch LSIG 3p WMP,209300,0,0
1SDA072119R1,E1.2N 800 Ekip Hi-Touch LSIG 3p WMP,0,0,0
1SDA072120R1,E1.2N 800 Ekip G Hi-Touch LSIG 3p WMP,0,0,0
1SDA072151R1,E1.2N 1000 Ekip Dip LI 3p WMP,191090,0,0
1SDA072153R1,E1.2N 1000 Ekip Dip LSIG 3p WMP,201090,0,0
1SDA072154R1,E1.2N 1000 Ekip Touch LI 3p WMP,212790,0,0
1SDA072156R1,E1.2N 1000 Ekip Touch LSIG 3p WMP,220790,0,0
1SDA072157R1,E1.2N 1000 Ekip G Touch LSIG 3p WMP,223290,0,0
1SDA072159R1,E1.2N 1000 Ekip Hi-Touch LSIG 3p WMP,0,0,0
1SDA072160R1,E1.2N 1000 Ekip G Hi-Touch LSIG 3p WMP,0,0,0
1SDA072191R1,E1.2N 1250 Ekip Dip LI 3p WMP,221330,0,0
1SDA072193R1,E1.2N 1250 Ekip Dip LSIG 3p WMP,231330,0,0
1SDA072194R1,E1.2N 1250 Ekip Touch LI 3p WMP,242690,0,0
1SDA072196R1,E1.2N 1250 Ekip Touch LSIG 3p WMP,250690,0,0
