item_code,item_description,MRP,BP,MOQ
1SCA022108R6110,OESA32G2,2110,0,0
1SCA022057R1540,OESA32G1,2550,0,0
OESA32G1N,OESA32G1N,2690,0,0
1SCA022059R9040,OESA32G 4,3080,0,0
1SCA022108R6380,OESA63G2,2890,0,0
1SCA022057R0310,OESA63G1,3470,0,0
OESA63G1N,OESA63G1N,3600,0,0
1SCA022057R1110,OESA63G4,3920,0,0
1SCA022087R7970,OESA100G2,5610,0,0
1SCA022042R0920,OESA100G1,6790,0,0
OESA100G1N,OESA100G1N,7170,0,0
1SCA022043R7570,OESA100G4,8460,0,0
1SYN833038R2012,OESA125G2,7120,0,0
OESA125G1,OESA125G1,8610,0,0
OESA125G1N,OESA125G1N,8860,0,0
OESA125G4,OESA125G4,10410,0,0
1SCA022082R6550,OESA160B2,7760,0,0
1SCA022076R9570,OESA160B3,9380,0,0
OESA160B3N,OESA160B3N,9660,0,0
1SCA022080R3690,OESA160B4,11720,0,0
1SCA022769R7820,OS200B02P,9380,0,0
1SYN022709R9330,OS200B03P,11340,0,0
1SYN022750R0620,OS200B03N3P,12130,0,0
1SYN022709R9410,OS200B04N2P,15240,0,0
1SCA022769R9440,OS250B02P,11950,0,0
1SYN022750R6660,OS250B03P,14460,0,0
1SYN022750R8010,OS250B03N3P,15640,0,0
1SYN022750R7800,OS250B04N2P,17970,0,0
1SCA022817R3450,OS315B02P,17350,0,0
1SYN022719R0680,OS315B03P,20970,0,0
1SYN022753R8940,OS315B03N3P,21490,0,0
1SYN022719R2710,OS315B04N2P,25770,0,0
1SCA022813R7220,OS400B02P,17650,0,0
1SYN022719R0840,OS400B03P,21360,0,0
1SYN022753R9160,OS400B03N3P,22540,0,0
1SYN022719R2890,OS400B04N2P,26040,0,0
1SCA113529R1001,OS630B02P,30670,0,0
1SYN022825R5850,OS630B03P,37100,0,0
1SYN100860R1001,OS630B03N3P,37750,0,0
1SYN022825R6230,OS630B04N2P,44910,0,0
1SCA022837R6480,OS800B02P,36620,0,0
1SYN022825R7550,OS800B03P,44260,0,0
1SYN100861R1001,OS800B03N3P,42290,0,0
1SYN022825R8010,OS800B04N2P,51430,0,0
1SCA114070R1001,OS1250B02P,0,0,0
1SCA105250R1001,OS1250B03P,0,0,0
1SCA107936R1001,OS1250B03N3P,0,0,0
1SCA105469R1001,OS1250B04N2P,0,0,0
1SDA054970R1-3P,OS 200..400 Phase Barrier 3P,1120,0,0
1SDA054971R1-4P,OS 200..400 Phase Barrier 4P,1620,0,0
OESAZX 15,OESAZX 15 Aux Contact 1NO+1NC OESA 32.160,590,0,0
OESAZX 16,OESAZX 16 Aux Contact 2NO+2NC OESA 32.160,1140,0,0
1SCA022353R4970,OA1G10 Aux Contact 1NO OS200...800,620,0,0
1SCA022456R7410,OA3G01 Aux Contact 1NC OS200...800,680,0,0
1SCA022714R8810,OEA28 Module for auxiliary contacts (Screw mounting to the left side of the switch),810,0,0
1SCA022716R0180,OFS260 Fuse Monitor ( 100…260 V AC ),8410,0,0
1SCA022715R9920,OFS690 Fuse Monitor ( 380…690 V AC ),8620,0,0
OESAZX87,OESAZX87 Wrapped Nuetral link 32..63amp,530,0,0
OESAZX 86/1,OESAZX 86/1 Wrapped Nuetral link 100 amp,950,0,0
OESAZX86,OESAZX 86 Wrapped Nuetral link 100--160amp,1040,0,0
1SCA022752R9950,OXN250 Wrapped Nuetral link 200--250amp,4790,0,0
1SCA022770R3060,OXN400 Wrapped Nuetral link 315--400amp,12520,0,0
1SCA022831R4880,OXN800S Wrapped Nuetral link 630--800amp,14350,0,0
1SCA125960R1001,OHBZX200,1490,0,0
YASDB51,YASDB51,870,0,0
YASDB 10,YASDB 10,1310,0,0
1SCA022381R0240,OHB80J6,1800,0,0
1SCA022381R2110,OHB145J12,2200,0,0
1SCA022381R2450,OHB175J12,2610,0,0
1SCA022295R6080,OXP6X210,460,0,0
1SCA022325R6980,OXP12X250,910,0,0
1SCA022137R5140,OXP12X280,1170,0,0
1SYN833035R2012,Fuse Cover DIN 32..63amp,90,0,0
1SYN833036R2012,Fuse Cover BS 32..63amp,90,0,0
1SYN833037R2012,Fuse Cover DIN 100..160amp,100,0,0
1SCA104811R1001,OT16F3,1300,0,0
1SCA104857R1001,OT25F3,1360,0,0
1SCA104902R1001,OT40F3,1540,0,0
1SCA105332R1001,OT63F3,1660,0,0
1SCA105798R1001,OT80F3,3310,0,0
1SCA105004R1001,OT100F3,4550,0,0
1SCA105033R1001,OT125F3,4660,0,0
1SCA104829R1001,OT16F4N2,1630,0,0
1SCA104886R1001,OT25F4N2,1690,0,0
1SCA104932R1001,OT40F4N2,1920,0,0
1SCA105365R1001,OT63F4N2,2240,0,0
1SCA105413R1001,OT80F4N2,4140,0,0
1SCA105018R1001,OT100F4N2,5690,0,0
1SCA105051R1001,OT125F4N2,5820,0,0
1SCA104838R1001,OT16FT3,1430,0,0
1SCA104884R1001,OT25FT3,1780,0,0
1SCA104940R1001,OT40FT3,2140,0,0
1SCA105382R1001,OT63FT3,2950,0,0
1SCA105431R1001,OT80FT3,3640,0,0
1SCA105023R1001,OT100FT3,6070,0,0
1SCA105060R1001,OT125FT3,7750,0,0
1SCA105711R1001,OT16FT4N2,1790,0,0
1SCA104900R1001,OT25FT4N2,2220,0,0
1SCA104956R1001,OT40FT4N2,2670,0,0
1SCA105393R1001,OT63FT4N2,3690,0,0
1SCA105499R1001,OT80FT4N2,4550,0,0
1SCA105031R1001,OT100FT4N2,7580,0,0
1SCA105066R1001,OT125FT4N2,9690,0,0
1SCA105213R1001,OHBS2AJ,680,0,0
1SCA105296R1001,OHYS2AJ,820,0,0
1SCA101655R1001,OXS6X130,520,0,0
1SCA105232R1001,OHBS2RJ,790,0,0
1SCA105323R1001,OHYS2RJ,830,0,0
1SYN104811R1001,OT16F3,2540,0,0
1SYN104829R1001,OT16F4N2,2740,0,0
1SYN104857R1001,OT25F3,2570,0,0
1SYN104886R1001,OT25F4N2,2850,0,0
1SYN104902R1001,OT40F3,2670,0,0
1SYN104932R1001,OT40F4N2,2910,0,0
1SYN105332R1001,OT63F3,2700,0,0
1SYN105365R1001,OT63F4N2,3320,0,0
1SYN105798R1001,OT80F3,4340,0,0
1SYN105413R1001,OT80F4N2,5700,0,0
1SYN105004R1001,OT100F3,5790,0,0
1SYN105018R1001,OT100F4N2,6020,0,0
1SYN105033R1001,OT125F3,5900,0,0
1SYN105051R1001,OT125F4N2,6210,0,0
1SCA135139R1001,OT160G03P,7490,0,0
1SCA135140R1001,OT160G04P,10280,0,0
1SCA120514R1001,OT160EV03P,7870,0,0
1SCA120521R1001,OT160EV04P,10840,0,0
1SCA120508R1001,OT160EV02P,7100,0,0
1SCA022751R1400,OT200E02P,7540,0,0
1SCA022735R2500,OT250E02P,9300,0,0
1SCA022866R5590,OT315E02P,10700,0,0
1SCA022741R7210,OT400E02P,14420,0,0
1SCA022866R5670,OT630E02P,18080,0,0
1SCA022835R4830,OT800E02P,22330,0,0
1SCA105795R1001,OT1000E02P,46480,0,0
1SCA106136R1001,OT1250E02P,56830,0,0
1SCA106142R1001,OT1600E02P,75760,0,0
1SCA120025R1001,OT2000E02P,94700,0,0
1SCA113956R1001,OT2500E02P,118380,0,0
1SCA128581R1001,OT3200E02P,170470,0,0
1SCA128595R1001,OT4000E02P,198890,0,0
1SCA022712R0800,OT200E03P,8790,0,0
1SCA022713R4930,OT200E04P,11070,0,0
1SCA022710R0100,OT250E03P,10840,0,0
1SCA022710R0520,OT250E04P,12630,0,0
1SCA022718R8510,OT315E03P,11890,0,0
1SCA022719R1730,OT315E04P,13440,0,0
1SCA022718R8780,OT400E03P,16020,0,0
1SCA022719R1810,OT400E04P,17260,0,0
1SCA022718R8940,OT630E03P,19850,0,0
1SCA022719R2030,OT630E04P,23570,0,0
1SCA022718R9410,OT800E03P,24800,0,0
1SCA022719R2110,OT800E04P,28400,0,0
1SCA022860R5930,OT1000E03P,48540,0,0
1SCA022860R6150,OT1000E04P,64030,0,0
1SCA022860R6230,OT1250E03P,63140,0,0
1SCA022860R6310,OT1250E04P,80550,0,0
1SCA022860R6580,OT1600E03P,84180,0,0
1SCA022860R6740,OT1600E04P,103280,0,0
1SCA108036R1001,OT2000E03P,103130,0,0
1SCA108038R1001,OT2000E04P,124170,0,0
1SCA104972R1001,OT2500E03P,133960,0,0
1SCA105140R1001,OT2500E04P,158240,0,0
1SCA128481R1001,OT3200E03P,189400,0,0
1SCA128482R1001,OT3200E04P,216590,0,0
1SCA124848R1001,OT4000E03P,208530,0,0
1SCA124856R1001,OT4000E04P,246510,0,0
1SCA022380R8770,OHB45J6,1050,0,0
1SCA022380R9660,OHB65J6,1430,0,0
1SCA022381R0830,OHB95J12,1650,0,0
1SCA022381R1560,OHB125J12,1780,0,0
1SCA115920R1001,OHB274J12,5050,0,0
1SCA108224R1001,OXP6X170,390,0,0
1SCA022325R6710,OXP12X185,720,0,0
1SCA022353R4890,OA1G01,620,0,0
1SCA022456R7410,OA3G01,680,0,0
1SDA054970R1,PB100 low1),1120,0,0
1SDA054971R1,PB100 low1),1620,0,0
1SCA100768R1001,OTB1600/6,4550,0,0
1SCA129040R1001,OTB4000/6,4550,0,0
1SCA022639R5610,OTZW24,2310,0,0
1SCA022431R5280,OTZW10,2800,0,0
1SCA022077R3410,OETLZW14,7130,0,0
1SCA022049R0380,OETLZW3,7440,0,0
1SCA022081R9340,OETLZW15,8270,0,0
1SCA105317R1001,OTS40T3,400,0,0
1SCA022353R6750,OTS63T3,290,0,0
1SCA022379R9680,OTS125T3,590,0,0
1SYN104816R1001,OT16F3C,3900,0,0
1SYN104831R1001,OT16F4C,4920,0,0
1SYN104863R1001,OT25F3C,4920,0,0
1SYN104877R1001,OT25F4C,5110,0,0
1SYN104913R1001,OT40F3C,5340,0,0
1SYN104934R1001,OT40F4C,5640,0,0
1SYN105338R1001,OT63F3C,6960,0,0
1SYN105369R1001,OT63F4C,7880,0,0
1SYN105402R1001,OT80F3C,7660,0,0
1SYN105418R1001,OT80F4C,8280,0,0
1SYN105008R1001,OT100F3C,10240,0,0
1SYN105019R1001,OT100F4C,12190,0,0
1SYN105037R1001,OT125F3C,10730,0,0
1SYN105054R1001,OT125F4C,12480,0,0
1SYN022772R6510,OT160E03CP,14830,0,0
1SYN022775R9440,OT160E04CP,17390,0,0
1SYN022771R7520,OT200E03CP,15330,0,0
1SYN022771R7280,OT200E04CP,17910,0,0
1SYN022771R3450,OT250E03CP,18430,0,0
1SYN022775R4640,OT250E04CP,19940,0,0
1SYN022772R6780,OT315E03CP,22500,0,0
1SYN022775R7150,OT315E04CP,24350,0,0
1SYN022771R8500,OT400E03CP,26590,0,0
1SYN022771R8680,OT400E04CP,28650,0,0
1SYN022785R6050,OT630E03CP,39890,0,0
1SYN022785R6130,OT630E04CP,49100,0,0
1SYN022785R6300,OT800E03CP,51140,0,0
1SYN022785R6210,OT800E04CP,59320,0,0
1SYN022872R1680,OT1000E03CP,138080,0,0
1SYN022872R1500,OT1000E04CP,158530,0,0
1SYN022872R0790,OT1250E03CP,153420,0,0
1SYN022872R1250,OT1250E04CP,165700,0,0
1SYN022872R1840,OT1600E03CP,189210,0,0
1SYN022872R2310,OT1600E04CP,204560,0,0
1SYN103908R1001,OT2000E03CP,286400,0,0
1SYN103912R1001,OT2000E04CP,368200,0,0
1SYN105615R1001,OT2500E03CP,311960,0,0
1SYN103906R1001,OT2500E04CP,409130,0,0
1SYN129156R1001,OT3200E03CP,450030,0,0
1SYN129158R1001,OT3200E04CP,536980,0,0
1SYN120096R1001,OTM40F3CMA230V,32050,0,0
1SYN120102R1001,OTM40F4CMA230V,34510,0,0
1SYN120095R1001,OTM63F3CMA230V,33880,0,0
1SYN120101R1001,OTM63F4CMA230V,36350,0,0
1SYN120093R1001,OTM80F3CMA230V,36960,0,0
1SYN120100R1001,OTM80F4CMA230V,38200,0,0
1SYN120071R1001,OTM100F3CMA230V,38800,0,0
1SYN120098R1001,OTM100F4CMA230V,39440,0,0
1SYN120070R1001,OTM125F3CMA230V,40040,0,0
1SYN120097R1001,OTM125F4CMA230V,41910,0,0
1SYN022845R8610,OTM160E3CM230C,49570,0,0
1SYN022848R1510,OTM160E4CM230C,51860,0,0
1SYN022845R8960,OTM200E3CM230C,50230,0,0
1SYN022846R1590,OTM200E4CM230C,52110,0,0
1SYN022845R9260,OTM250E3CM230C,61960,0,0
1SYN022846R1910,OTM250E4CM230C,63800,0,0
1SYN022847R1210,OTM315E3CM230C,62620,0,0
1SYN022847R2870,OTM315E4CM230C,65130,0,0
1SYN022847R1630,OTM400E3CM230C,75350,0,0
1SYN022847R3250,OTM400E4CM230C,81750,0,0
1SYN103567R1001,OTM630E3CM230C,88790,0,0
1SYN022873R1990,OTM630E4CM230C,91640,0,0
1SYN103570R1001,OTM800E3CM230C,131980,0,0
1SYN022872R8340,OTM800E4CM230C,137820,0,0
1SYN112677R1001,OTM1000E3CM230C,196710,0,0
1SYN112703R1001,OTM1000E4CM230C,199870,0,0
1SYN112676R1001,OTM1250E3CM230C,215840,0,0
1SYN112702R1001,OTM1250E4CM230C,219180,0,0
1SYN112678R1001,OTM1600E3CM230C,259560,0,0
1SYN112704R1001,OTM1600E4CM230C,268780,0,0
1SYN112709R1001,OTM2000E3CM230C,437480,0,0
1SYN112712R1001,OTM2000E4CM230C,477580,0,0
1SYN112710R1001,OTM2500E3CM230C,480520,0,0
1SYN112713R1001,OTM2500E4CM230C,521020,0,0
1SYN151423R1001,OTM63F3C20D400C,45930,0,0
1SYN151424R1001,OTM63F3C21D400C,66370,0,0
1SYN151419R1001,OTM125F3C20D400C,51490,0,0
1SYN151420R1001,OTM125F3C21D400C,75040,0,0
1SYN151252R1001,OTM40F4C20D400C,45680,0,0
1SYN151253R1001,OTM40F4C21D400C,69380,0,0
1SYN150580R1001,OTM40F4CB21D400C,69380,0,0
1SYN151254R1001,OTM63F4C20D400C,48080,0,0
1SYN151255R1001,OTM63F4C21D400C,72630,0,0
1SYN150586R1001,OTM63F4CB21D400C,72630,0,0
1SYN151250R1001,OTM125F4C20D400C,56640,0,0
1SYN151251R1001,OTM125F4C21D400C,82050,0,0
1SYN150574R1001,OTM125F4CB21D230C,82050,0,0
1SYN106305R1001,OTM160E4C3D230C,118450,0,0
1SYN106309R1001,OTM200E4C3D230C,122430,0,0
1SYN106313R1001,OTM250E4C3D230C,126420,0,0
1SYN106317R1001,OTM315E4C3D230C,132420,0,0
1SYN106318R1001,OTM400E4C3D230C,139730,0,0
1SYN108726R1001,OTM630E4C3D230C,186310,0,0
1SYN108728R1001,OTM800E4C3D230C,246200,0,0
1SYN112852R1001,OTM1000E4C3D230C,266170,0,0
1SYN112851R1001,OTM1250E4C3D230C,306080,0,0
1SYN112848R1001,OTM1600E4C3D230C,399230,0,0
1SYN101020R1001,OTM160E4C8D230C,159690,0,0
1SYN101021R1001,OTM200E4C8D230C,166350,0,0
1SYN101022R1001,OTM250E4C8D230C,173010,0,0
1SYN101063R1001,OTM315E4C8D230C,179650,0,0
1SYN101064R1001,OTM400E4C8D230C,199610,0,0
1SYN108453R1001,OTM630E4C8D230C,219590,0,0
1SYN108455R1001,OTM800E4C8D230C,266170,0,0
1SYN112861R1001,OTM1000E4C8D230C,339350,0,0
1SYN112864R1001,OTM1250E4C8D230C,372630,0,0
1SYN112867R1001,OTM1600E4C8D230C,465780,0,0
1SCA022067R1760,OXP6X161,390,0,0
1SCA022325R7100,OXP12X166,610,0,0
1SCA022817R2130,OHB45J6E311,2470,0,0
1SCA022383R2480,OHB65J6E011,2750,0,0
1SCA022621R0760,OHB95J12E011,3130,0,0
1SCA022589R3340,OHB125J12E011,3470,0,0
1SCA022873R4230,OHB200J12PE011,7610,0,0
1SCA022744R2240,OA8G01,1110,0,0
1SCA022673R1140,OA7G10,980,0,0
1SDA054971R1,PB100 low,1620,0,0
1SCA122946R1001,ODPS230,14350,0,0
1SBH141001R8122,N22E 24V AC,1450,0,0
1SBH141001R8422,N22E 110V AC,1450,0,0
1SBH141001R8022,N22E 220-230V AC,1450,0,0
1SBH141001R8622,N22E 400-415V AC,1450,0,0
1SBH141001R8131,N31E 24V AC,1450,0,0
1SBH141001R8431,N31E 110V AC,1450,0,0
1SBH141001R8031,N31E 220-230V AC,1450,0,0
1SBH141001R8631,N31E 400-415V AC,1450,0,0
1SBH141001R8140,N40E 24V AC,1450,0,0
1SBH141001R8440,N40E 110V AC,1450,0,0
1SBH141001R8040,N40E 220-230V AC,1450,0,0
1SBH141001R8640,N40E 400-415V AC,1450,0,0
1SBH143001R8122,NL22E 24V DC,2210,0,0
1SBH143001R8322,NL22E 48V DC,2210,0,0
1SBH143001R8622,NL22E 110V DC,2210,0,0
1SBH143001R8922,NL22E 240V DC,2210,0,0
1SBH143001R8131,NL31E 24V DC,2210,0,0
1SBH143001R8331,NL31E 48V DC,2210,0,0
1SBH143001R8631,NL31E 110V DC,2210,0,0
1SBH143001R8931,NL31E 240V DC,2210,0,0
1SBH143001R8140,NL40E 24V DC,2210,0,0
1SBH143001R8340,NL40E 48V DC,2210,0,0
1SBH143001R8640,NL40E 110V DC,2210,0,0
1SBH143001R8940,NL40E 240V DC,2210,0,0
1SBH137001R1122,NF22E 20..60V ,2570,0,0
1SBH137001R1222,NF22E 48..130V ,2570,0,0
1SBH137001R1322,NF22E 100..250V ,2570,0,0
1SBH137001R1422,NF22E 250..500V ,2570,0,0
1SBH137001R1131,NF31E 20..60V,2570,0,0
1SBH137001R1231,NF31E 48..130V ,2570,0,0
1SBH137001R1331,NF31E 100..250V ,2570,0,0
1SBH137001R1431,NF31E 250..500V ,2570,0,0
1SBH137001R1140,NF40E 20..60V ,2570,0,0
1SBH137001R1240,NF40E 48..130V ,2570,0,0
1SBH137001R1340,NF40E 100..250V ,2570,0,0
1SBH137001R1440,NF40E 250..500V ,2570,0,0
1SBH136001R2022,NFZ22E 12..20V ,3240,0,0
1SBH136001R2122,NFZ22E 20..60V ,3240,0,0
1SBH136001R2222,NFZ22E 48..130V ,3240,0,0
1SBH136001R2322,NFZ22E 100..250V ,3240,0,0
1SBH136001R2031,NFZ31E 12..20V ,3240,0,0
1SBH136001R2131,NFZ31E 20..60V ,3240,0,0
1SBH136001R2231,NFZ31E 48..130V ,3240,0,0
1SBH136001R2331,NFZ31E 100..250V ,3240,0,0
1SBH136001R2040,NFZ40E 12..20V ,3240,0,0
1SBH136001R2140,NFZ40E 20..60V ,3240,0,0
1SBH136001R2240,NFZ40E 48..130V ,3240,0,0
1SBH136001R2340,NFZ40E 100..250V ,3240,0,0
1SBH901074R8122,NX22E 24V AC 50/60Hz,1200,0,0
1SBH901074R8422,NX22E 110V AC 50/60Hz,1200,0,0
1SBH901074R8022,NX22E 220-230V AC 50/60Hz,1200,0,0
1SBH901074R8622,NX22E 400-415V AC 50/60Hz,1200,0,0
1SBH901074R8131,NX31E 24V AC 50/60Hz,1200,0,0
1SBH901074R8431,NX31E 110V AC 50/60Hz,1200,0,0
1SBH901074R8031,NX31E 220-230V AC 50/60Hz,1200,0,0
1SBH901074R8631,NX31E 400-415V AC 50/60Hz,1200,0,0
1SBH901074R8140,NX40E 24V AC 50/60Hz,1200,0,0
1SBH901074R8440,NX40E 110V AC 50/60Hz,1200,0,0
1SBH901074R8040,NX40E 220-230V AC 50/60Hz,1200,0,0
1SBH901074R8640,NX40E 400-415V AC 50/60Hz,1200,0,0
1SBL901074R8110,AX09-30-10 24V AC 50/60Hz,1200,0,0
1SBL901074R8410,AX09-30-10 110V AC 50/60Hz,1200,0,0
1SBL901074R8010,AX09-30-10 220-230V AC 50/60Hz,1200,0,0
1SBL901074R8610,AX09-30-10 400-415V AC 50/60Hz,1200,0,0
1SBL901074R8101,AX09-30-01 24V AC 50/60Hz,1200,0,0
1SBL901074R8401,AX09-30-01 110V AC 50/60Hz,1200,0,0
1SBL901074R8001,AX09-30-01 220-230V AC 50/60Hz,1200,0,0
1SBL901074R8601,AX09-30-01 400-415V AC 50/60Hz,1200,0,0
1SBL911074R8110,AX12-30-10 24V AC/DC 50/60Hz,1330,0,0
1SBL911074R8410,AX12-30-10 110V AC/DC 50/60Hz,1330,0,0
1SBL911074R8010,AX12-30-10 220-230V AC 50/60Hz,1330,0,0
1SBL911074R8610,AX12-30-10 400-415V AC 50/60Hz,1330,0,0
1SBL911074R8101,AX12-30-01 24V AC 50/60Hz,1330,0,0
1SBL911074R8401,AX12-30-01 110V AC 50/60Hz,1330,0,0
1SBL911074R8001,AX12-30-01 220-230V AC 50/60Hz,1330,0,0
1SBL911074R8601,AX12-30-01 400-415V AC 50/60Hz,1330,0,0
1SBL921074R8110,AX18-30-10 24V AC 50/60Hz,1490,0,0
1SBL921074R8410,AX18-30-10 110V AC 50/60Hz,1490,0,0
1SBL921074R8010,AX18-30-10 220-230V AC 50/60Hz,1490,0,0
1SBL921074R8610,AX18-30-10 400-415V AC 50/60Hz,1490,0,0
1SBL921074R8101,AX18-30-01 24V AC 50/60Hz,1490,0,0
1SBL921074R8401,AX18-30-01 110V AC 50/60Hz,1490,0,0
1SBL921074R8001,AX18-30-01 220-230V AC 50/60Hz,1490,0,0
1SBL921074R8601,AX18-30-01 400-415V AC 50/60Hz,1490,0,0
1SBL931074R8110,AX25-30-10 24V AC 50/60Hz,2020,0,0
1SBL931074R8410,AX25-30-10 110V AC 50/60Hz,2020,0,0
1SBL931074R8010,AX25-30-10 220-230V AC 50/60Hz,2020,0,0
1SBL931074R8610,AX25-30-10 400-415V AC 50/60Hz,2020,0,0
1SBL931074R8101,AX25-30-01 24V AC 50/60Hz,2020,0,0
1SBL931074R8401,AX25-30-01 110V AC 50/60Hz,2020,0,0
1SBL931074R8001,AX25-30-01 220-230V AC 50/60Hz,2020,0,0
1SBL931074R8601,AX25-30-01 400-415V AC 50/60Hz,2020,0,0
1SBL281074R8110,AX32-30-10 24V AC 50/60Hz,4410,0,0
1SBL281074R8410,AX32-30-10 110V AC 50/60Hz,4410,0,0
1SBL281074R8010,AX32-30-10 220-230V AC 50/60Hz,4410,0,0
1SBL281074R8610,AX32-30-10 400-415V AC 50/60Hz,4410,0,0
1SBL281074R8101,AX32-30-01 24V AC 50/60Hz,4410,0,0
1SBL281074R8401,AX32-30-01 110V AC 50/60Hz,4410,0,0
1SBL281074R8001,AX32-30-01 220-230V AC 50/60Hz,4410,0,0
1SBL281074R8601,AX32-30-01 400-415V AC 50/60Hz,4410,0,0
1SBL321074R8110,AX40-30-10 24V AC 50/60Hz,6520,0,0
1SBL321074R8410,AX40-30-10 110V AC 50/60Hz,6520,0,0
1SBL321074R8010,AX40-30-10 220-230V AC 50/60Hz,6520,0,0
1SBL321074R8610,AX40-30-10 400-415V AC 50/60Hz,6520,0,0
1SBL321074R8101,AX40-30-01 24V AC 50/60Hz,6520,0,0
1SBL321074R8401,AX40-30-01 110V AC 50/60Hz,6520,0,0
1SBL321074R8001,AX40-30-01 220-230V AC 50/60Hz,6520,0,0
1SBL321074R8601,AX40-30-01 400-415V AC 50/60Hz,6520,0,0
1SBL351074R8111,AX50-30-11 24V AC 50/60Hz,8600,0,0
1SBL351074R8411,AX50-30-11 110V AC 50/60Hz,8600,0,0
1SBL351074R8011,AX50-30-11 220-230V AC 50/60Hz,8600,0,0
1SBL351074R8611,AX50-30-11 400-415V AC 50/60Hz,8600,0,0
1SBL371074R8111,AX65-30-11 24V AC 50/60Hz,11710,0,0
1SBL371074R8411,AX65-30-11 110V AC 50/60Hz,11710,0,0
1SBL371074R8011,AX65-30-11 220-230V AC 50/60Hz,11710,0,0
1SBL371074R8611,AX65-30-11 400-415V AC 50/60Hz,11710,0,0
1SBL411074R8111,AX80-30-11 24V AC 50/60Hz,14020,0,0
1SBL411074R8411,AX80-30-11 110V AC 50/60Hz,14020,0,0
1SBL411074R8011,AX80-30-11 220-230V AC 50/60Hz,14020,0,0
1SBL411074R8611,AX80-30-11 400-415V AC 50/60Hz,14020,0,0
1SFL431074R8111,AX95-30-11 24V AC 50/60Hz,17110,0,0
1SFL431074R8411,AX95-30-11 110V AC 50/60Hz,17110,0,0
1SFL431074R8011,AX95-30-11 220-230V AC 50/60Hz,17110,0,0
1SFL431074R8611,AX95-30-11 400-415V AC 50/60Hz,17110,0,0
1SFL981074R8111,AX115-30-11 24V AC 50/60Hz,21650,0,0
1SFL981074R8411,AX115-30-11 110V AC 50/60Hz,21650,0,0
1SFL981074R8011,AX115-30-11 220-230V AC 50/60Hz,21650,0,0
1SFL981074R8611,AX115-30-11 400-415V AC 50/60Hz,21650,0,0
1SFL991074R8111,AX150-30-11 24V AC 50/60Hz,28420,0,0
1SFL991074R8411,AX150-30-11 110V AC 50/60Hz,28420,0,0
1SFL991074R8011,AX150-30-11 220-230V AC 50/60Hz,28420,0,0
1SFL991074R8611,AX150-30-11 400-415V AC 50/60Hz,28420,0,0
1SFL491074R8111,AX185-30-11 24V AC 50/60Hz,33350,0,0
1SFL491074R8411,AX185-30-11 110V AC 50/60Hz,33350,0,0
1SFL491074R8011,AX185-30-11 220-230V AC 50/60Hz,33350,0,0
1SFL491074R8611,AX185-30-11 400-415V AC 50/60Hz,33350,0,0
1SFL501074R8111,AX205-30-11 24V AC 50/60Hz,39360,0,0
1SFL501074R8411,AX205-30-11 110V AC 50/60Hz,39360,0,0
1SFL501074R8011,AX205-30-11 220-230V AC 50/60Hz,39360,0,0
1SFL501074R8611,AX205-30-11 400-415V AC 50/60Hz,39360,0,0
1SFL547074R8111,AX260-30-11 24V AC 50/60Hz,51950,0,0
1SFL547074R8411,AX260-30-11 110V AC 50/60Hz,51950,0,0
1SFL547074R8011,AX260-30-11 220-230V AC 50/60Hz,51950,0,0
1SFL547074R8611,AX260-30-11 400-415V AC 50/60Hz,51950,0,0
1SFL587074R8111,AX300-30-11 24V AC 50/60Hz,60950,0,0
1SFL587074R8411,AX300-30-11 110V AC 50/60Hz,60950,0,0
1SFL587074R8011,AX300-30-11 220-230V AC 50/60Hz,60950,0,0
1SFL587074R8611,AX300-30-11 400-415V AC 50/60Hz,60950,0,0
1SFL607074R8111,AX370-30-11 24V AC 50/60Hz,77410,0,0
1SFL607074R8411,AX370-30-11 110V AC 50/60Hz,77410,0,0
1SFL607074R8011,AX370-30-11 220-230V AC 50/60Hz,77410,0,0
1SFL607074R8611,AX370-30-11 400-415V AC 50/60Hz,77410,0,0
1SBL141001R8401,A9-30-01 coil 110V 50Hz / 110-120V 60Hz 1NC Contactor A Series,1350,0,0
1SBL141001R8001,A9-30-01 coil 220-230V 50Hz / 230-240V 60Hz 1NC Contactor A Series,1350,0,0
1SBL141001R8101,A9-30-01 coil 24V 50Hz / 24V 60Hz 1NC Contactor A Series,1350,0,0
1SBL141001R8601,A9-30-01 coil 400-415V 50Hz / 415-440V 60Hz 1NC Contactor A Series,1350,0,0
1SBL141001R8410,A9-30-10 coil 110V 50Hz / 110-120V 60Hz 1NO Contactor A Series,1350,0,0
1SBL141001R8010,A9-30-10 coil 220-230V 50Hz / 230-240V 60Hz 1NO Contactor A Series,1350,0,0
1SBL141001R8110,A9-30-10 coil 24V 50Hz / 24V 60Hz 1NO Contactor A Series,1350,0,0
1SBL141001R8610,A9-30-10 coil 400-415V 50Hz / 415V-440 60Hz 1NO Contactor A Series,1350,0,0
1SBL161001R8401,A12-30-01 coil 110V 50Hz / 110-120V 60Hz 1NC Contactor A Series,1520,0,0
1SBL161001R8001,A12-30-01 coil 220-230V 50Hz / 230-240V 60Hz 1NC Contactor A Series,1520,0,0
1SBL161001R8101,A12-30-01 coil 24V 50Hz / 24V 60Hz 1NC Contactor A Series,1520,0,0
1SBL161001R8601,A12-30-01 coil 400-415V 50Hz / 415-440V 60Hz 1NC Contactor A Series,1520,0,0
